序号,model_sample_size,qp,cp,bs,n_trials,n_question,准确性,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
283,aime_Qwen3-4B_S1,32,2,1,1,60,0.13333333333333333,0.4545203628857983,88117,88117,79483872147805.86,494425765572.26666
284,aime_Qwen3-4B_S1,32,2,1,1,60,0.11666666666666667,0.44915622547642436,87297,87297,90024981201792.0,560865764189.8667
285,aime_Qwen3-4B_S1,32,2,1,1,60,0.13333333333333333,0.4744350770836677,94465,94465,91052042167884.8,568030425378.1333
286,aime_Qwen3-8B_S64,64,1,1,1,60,0.25,0.5571166394268152,61790,288406,1.8068634881901012e+16,85351649381043.2
287,aime_Qwen3-8B_S64,64,1,1,1,60,0.25,0.5640038602717423,61725,288760,1.8068634881901012e+16,85351649381043.2
288,aime_Qwen3-8B_S64,64,1,1,1,60,0.25,0.559411961863817,62192,280097,1.8068634881901012e+16,85351649381043.2
289,aime_Qwen3-8B_S32,64,1,1,1,60,0.23333333333333334,0.5629251884530474,65494,257121,1.4672971876162714e+16,76581437929941.33
290,aime_Qwen3-8B_S32,64,1,1,1,60,0.23333333333333334,0.5625207542359371,61894,212055,1.4104448357533674e+16,73702096666679.47
291,aime_Qwen3-8B_S32,64,1,1,1,60,0.25,0.5630802277730043,66412,239267,1.4818967162816978e+16,77369714877329.06
292,aime_Qwen3-8B_S16,64,1,1,1,60,0.21666666666666667,0.5508700982037874,69124,213170,1.1904725816864722e+16,66639427226022.4
293,aime_Qwen3-8B_S16,64,1,1,1,60,0.2,0.5029062675940293,68666,221673,1.2121230654043656e+16,67734025985988.266
294,aime_Qwen3-8B_S16,64,1,1,1,60,0.23333333333333334,0.5541473098616633,69831,186162,1.2074435384859354e+16,67590541643148.8
295,aime_Qwen3-8B_S8,64,1,1,1,60,0.26666666666666666,0.529320934103264,72585,178789,9836866682774378.0,57557585677145.6
296,aime_Qwen3-8B_S8,64,1,1,1,60,0.2,0.5404236618564344,76248,209866,1.0296446053007036e+16,60051465691985.07
297,aime_Qwen3-8B_S8,64,1,1,1,60,0.2,0.5002390364200159,69669,184031,1.0001107775107358e+16,58606668311040.0
298,aime_Qwen3-8B_S4,64,1,1,1,60,0.18333333333333332,0.5114049241278138,82117,169548,8338209349942464.0,49959393842602.664
299,aime_Qwen3-8B_S4,64,1,1,1,60,0.2,0.4609516565050481,80180,141705,8448276580693252.0,50609585680379.734
300,aime_Qwen3-8B_S4,64,1,1,1,60,0.26666666666666666,0.4876932569940841,81680,159280,8442769135774818.0,50778361506197.336
301,aime_Qwen3-8B_S2,64,1,1,1,60,0.23333333333333334,0.4667528927504972,84176,115479,6319977443556105.0,38613602495436.8
302,aime_Qwen3-8B_S2,64,1,1,1,60,0.16666666666666666,0.4402100382141158,88113,121848,6242443393566976.0,38151111920797.87
303,aime_Qwen3-8B_S2,64,1,1,1,60,0.18333333333333332,0.4709414184747349,89807,116441,6360921165744132.0,38869681612680.53
304,aime_Qwen3-8B_S1,64,1,1,1,60,0.15,0.41260829061375726,112776,112776,5110272634461687.0,31305426697220.266
305,aime_Qwen3-8B_S1,64,1,1,1,60,0.15,0.4174451684371234,106862,106862,4824922221716100.0,29651706831027.2
306,aime_Qwen3-8B_S1,64,1,1,1,60,0.18333333333333332,0.43080933413159583,97162,97162,4376833502622762.5,26955700680230.4
307,aime_Qwen3-0.6B_S32,32,2,1,1,60,0.08333333333333333,0.47642352135804594,35207,874229,123090250848409.6,524467311718.4
308,aime_Qwen3-0.6B_S32,32,2,1,1,60,0.08333333333333333,0.483090848033891,34792,851902,123090250848409.6,524467311718.4
309,aime_Qwen3-0.6B_S32,32,2,1,1,60,0.08333333333333333,0.4850121965946556,34790,863379,123090250848409.6,524467311718.4
310,aime_Qwen3-0.6B_S16,32,2,1,1,60,0.06666666666666667,0.4379419403781402,36918,433446,80659445753233.06,383696975556.26666
311,aime_Qwen3-0.6B_S16,32,2,1,1,60,0.05,0.41886502920089314,35653,430172,79670848465902.94,377372029073.06665
312,aime_Qwen3-0.6B_S16,32,2,1,1,60,0.05,0.4327450809781267,34590,437151,78104327579946.67,367514511419.73334
313,aime_Qwen3-0.6B_S8,32,2,1,1,60,0.03333333333333333,0.37975041020677697,40210,234420,52006429449369.6,265916534272.0
314,aime_Qwen3-0.6B_S8,32,2,1,1,60,0.05,0.3710684277730953,32049,219357,58090213957760.0,303142333192.5333
315,aime_Qwen3-0.6B_S8,32,2,1,1,60,0.03333333333333333,0.36167072976067677,31366,219055,53537375295325.87,275229719005.86664
316,aime_Qwen3-0.6B_S4,32,2,1,1,60,0.016666666666666666,0.29005773996483813,28737,105769,38604205469277.87,212015281766.4
317,aime_Qwen3-0.6B_S4,32,2,1,1,60,0.03333333333333333,0.30963155269178116,28512,110531,40865637892770.13,225914656665.6
318,aime_Qwen3-0.6B_S4,32,2,1,1,60,0.016666666666666666,0.31986877213566006,34074,114971,40954205116168.53,227006100684.8
319,aime_Qwen3-0.6B_S2,32,2,1,1,60,0.016666666666666666,0.2557372994108057,29677,55029,26973973834333.867,154137019409.06668
320,aime_Qwen3-0.6B_S2,32,2,1,1,60,0.016666666666666666,0.23860324044064624,35453,64026,28229816498082.133,161994933546.66666
321,aime_Qwen3-0.6B_S2,32,2,1,1,60,0.0,0.25294779973251963,29287,57640,28665473988224.0,164325565363.2
322,aime_Qwen3-0.6B_S1,32,2,1,1,60,0.0,0.20774326156598452,31855,31855,20907473889425.066,123190825548.8
323,aime_Qwen3-0.6B_S1,32,2,1,1,60,0.016666666666666666,0.17713903464554911,31386,31386,20131516570717.867,118428686199.46666
324,aime_Qwen3-0.6B_S1,32,2,1,1,60,0.03333333333333333,0.1647885498455223,28443,28443,20357096327517.867,119847385429.33333
325,aime_Qwen3-0.6B_S16,16,4,2,1,60,0.11666666666666667,0.5377028561021445,35384,912833,80214349053149.86,379442857591.4667
326,aime_Qwen3-0.6B_S16,16,4,2,1,60,0.11666666666666667,0.5285091986238627,36313,894985,80214349053149.86,379442857591.4667
327,aime_Qwen3-0.6B_S16,16,4,2,1,60,0.11666666666666667,0.5379381694022122,36176,900060,80214349053149.86,379442857591.4667
328,aime_Qwen3-0.6B_S8,16,4,2,1,60,0.06666666666666667,0.49227838164017257,35983,482936,53408385093051.734,274664081612.8
329,aime_Qwen3-0.6B_S8,16,4,2,1,60,0.08333333333333333,0.4790393265820647,37310,432888,57398767817796.266,298542086348.8
330,aime_Qwen3-0.6B_S8,16,4,2,1,60,0.06666666666666667,0.48934210472466344,38664,472686,55618380948326.4,287846398557.86664
331,aime_Qwen3-0.6B_S4,16,4,2,1,60,0.03333333333333333,0.4016197309582957,36241,235656,41682295500177.07,231062569992.53333
332,aime_Qwen3-0.6B_S4,16,4,2,1,60,0.05,0.39898559234176856,36210,230393,39051042098594.13,214504403618.13333
333,aime_Qwen3-0.6B_S4,16,4,2,1,60,0.016666666666666666,0.4163912055485425,35316,250582,39361526098013.87,216542904874.66666
334,aime_Qwen3-0.6B_S2,16,4,2,1,60,0.016666666666666666,0.29270129281855317,32329,121819,28463400561902.934,163611040025.6
335,aime_Qwen3-0.6B_S2,16,4,2,1,60,0.03333333333333333,0.33019049026720254,33786,117785,28853530480503.465,166048842240.0
336,aime_Qwen3-0.6B_S2,16,4,2,1,60,0.0,0.32960510284672595,34346,126179,28716545775616.0,164700259950.93332
337,aime_Qwen3-0.6B_S1,16,4,2,1,60,0.016666666666666666,0.27435845154413413,33415,66037,23202387672337.066,137618441292.8
338,aime_Qwen3-0.6B_S1,16,4,2,1,60,0.03333333333333333,0.2749467943594122,29520,57733,24297960660352.0,144622937770.66666
339,aime_Qwen3-0.6B_S1,16,4,2,1,60,0.06666666666666667,0.2601629394877824,28925,57614,24216275406976.0,144001843584.0
340,aime_Qwen3-8B_S2,2,32,4,1,60,0.2833333333333333,0.6619303883478664,85767,613662,175087000862980.28,1087575637205.3334
341,aime_Qwen3-8B_S2,2,32,4,1,60,0.2833333333333333,0.6612125380565902,86666,615424,175087000862980.28,1087575637205.3334
342,aime_Qwen3-8B_S2,2,32,4,1,60,0.2833333333333333,0.6618347537840651,86705,603520,175087000862980.28,1087575637205.3334
343,aime_Qwen3-8B_S1,2,32,4,1,60,0.23333333333333334,0.626765631868816,89360,355508,136544247749998.94,851524569557.3334
344,aime_Qwen3-8B_S1,2,32,4,1,60,0.23333333333333334,0.6173681974177649,86053,344623,148091519750698.66,924913044983.4667
345,aime_Qwen3-8B_S1,2,32,4,1,60,0.25,0.6100416860536675,89217,355819,150140132295534.94,937983731729.0667
346,aime_Qwen3-0.6B_S1,1,64,4,1,60,0.16666666666666666,0.6191187566157731,81399,326009,13080568616081.066,77834696072.53334
347,aime_Qwen3-0.6B_S1,1,64,4,1,60,0.16666666666666666,0.6191187566157731,81399,326009,13080568616081.066,77834696072.53334
348,aime_Qwen3-0.6B_S1,1,64,4,1,60,0.16666666666666666,0.6191187566157731,81399,326009,13080568616081.066,77834696072.53334
349,aime_Qwen3-32B_S64,64,1,1,1,60,0.11666666666666667,0.46627566637883433,48139,162123,2.8787385221489836e+16,164517222285021.88
350,aime_Qwen3-32B_S64,64,1,1,1,60,0.11666666666666667,0.4665863060883711,48623,166382,2.8787385221489836e+16,164517222285021.88
351,aime_Qwen3-32B_S64,64,1,1,1,60,0.11666666666666667,0.45438098442776775,48615,160499,2.8787385221489836e+16,164517222285021.88
352,aime_Qwen3-32B_S32,64,1,1,1,60,0.18333333333333332,0.47236666724487725,50269,158388,2.6216285168108596e+16,156239991540087.47
353,aime_Qwen3-32B_S32,64,1,1,1,60,0.13333333333333333,0.42561294055614296,48962,152410,2.675255552902836e+16,159377877302775.47
354,aime_Qwen3-32B_S32,64,1,1,1,60,0.11666666666666667,0.48880309751914236,49839,138273,2.592314288886377e+16,154641961878101.34
355,aime_Qwen3-32B_S16,64,1,1,1,60,0.15,0.45429404831655223,54461,123219,2.3264626004491988e+16,141997950061124.28
356,aime_Qwen3-32B_S16,64,1,1,1,60,0.08333333333333333,0.4461660369943696,55525,127849,2.4074979585868176e+16,147123931519197.88
357,aime_Qwen3-32B_S16,64,1,1,1,60,0.13333333333333333,0.44940583215334934,53439,129887,2.4021970466019164e+16,146651989587421.88
358,aime_Qwen3-32B_S8,64,1,1,1,60,0.11666666666666667,0.40708900771137696,57925,116769,2.2381804882304024e+16,138970179758148.27
359,aime_Qwen3-32B_S8,64,1,1,1,60,0.13333333333333333,0.4466520545037626,58544,96112,2.141845692098264e+16,133040775716087.47
360,aime_Qwen3-32B_S8,64,1,1,1,60,0.1,0.43339266131486,61007,100106,2.1153559354184584e+16,131333406808968.53
361,aime_Qwen3-32B_S4,64,1,1,1,60,0.11666666666666667,0.42889593896359696,57710,96792,1.9409183914765868e+16,121739159378124.8
362,aime_Qwen3-32B_S4,64,1,1,1,60,0.11666666666666667,0.3843667015177512,63494,90373,1.9463650663594452e+16,122099019322146.14
363,aime_Qwen3-32B_S4,64,1,1,1,60,0.15,0.4413487043056558,68052,117815,2.1452371958795684e+16,134467502847633.06
364,aime_Qwen3-32B_S2,64,1,1,1,60,0.13333333333333333,0.4206107550781473,71869,87507,1.7944704438358126e+16,113210485999394.14
365,aime_Qwen3-32B_S2,64,1,1,1,60,0.13333333333333333,0.40253175156010723,66683,84831,1.7043136616721682e+16,107455998744413.86
366,aime_Qwen3-32B_S2,64,1,1,1,60,0.1,0.39546079710819976,75909,103264,1.8809222857564332e+16,118497792293393.06
367,aime_Qwen3-32B_S1,64,1,1,1,60,0.11666666666666667,0.37878619220841464,84606,84606,1.4790581693234006e+16,93468745577181.86
368,aime_Qwen3-32B_S1,64,1,1,1,60,0.11666666666666667,0.4266098860145556,74766,74766,1.3472585264420284e+16,85191948923989.33
369,aime_Qwen3-32B_S1,64,1,1,1,60,0.1,0.3690757898051118,82945,82945,1.4574365051656942e+16,92107860767308.8
370,aime_Qwen3-8B_S32,32,2,1,1,60,0.38333333333333336,0.6886312221295046,81022,2352952,482868603704908.8,2736605662097.067
371,aime_Qwen3-8B_S32,32,2,1,1,60,0.38333333333333336,0.6850697396042517,85416,2313598,482868603704908.8,2736605662097.067
372,aime_Qwen3-8B_S32,32,2,1,1,60,0.38333333333333336,0.6757757818644541,83482,2320832,482868603704908.8,2736605662097.067
373,aime_Qwen3-8B_S16,32,2,1,1,60,0.35,0.6597860405042107,84414,1225351,388780184729288.56,2303436033723.7334
374,aime_Qwen3-8B_S16,32,2,1,1,60,0.31666666666666665,0.6484934814991278,87221,1216549,402296319974946.1,2390181677896.533
375,aime_Qwen3-8B_S16,32,2,1,1,60,0.31666666666666665,0.6720015704966502,84950,1229125,394997567712371.2,2345194022954.6665
376,aime_Qwen3-8B_S8,32,2,1,1,60,0.2833333333333333,0.6331777878347644,85328,679627,324179577594112.0,1978349433881.6
377,aime_Qwen3-8B_S8,32,2,1,1,60,0.26666666666666666,0.6307997495558727,89019,667574,323079583861158.4,1971987852748.8
378,aime_Qwen3-8B_S8,32,2,1,1,60,0.36666666666666664,0.6308890373818464,87281,609501,343574119951982.94,2097663321612.8
379,aime_Qwen3-8B_S4,32,2,1,1,60,0.25,0.5956128824515109,92701,350237,234726507078182.4,1448954115780.2666
380,aime_Qwen3-8B_S4,32,2,1,1,60,0.25,0.5949356775108383,89127,345044,243969260557525.34,1507031808435.2
381,aime_Qwen3-8B_S4,32,2,1,1,60,0.2833333333333333,0.5806739930521696,90644,352198,243111688143266.12,1501944791419.7334
382,aime_Qwen3-8B_S2,32,2,1,1,60,0.16666666666666666,0.5210415558242389,102686,196942,199047804022707.2,1241222209233.0667
383,aime_Qwen3-8B_S2,32,2,1,1,60,0.2,0.5350501919945142,94807,185449,201342531306577.06,1254409120870.4
384,aime_Qwen3-8B_S2,32,2,1,1,60,0.18333333333333332,0.5531839020342135,93103,179126,188153936388842.66,1171339940821.3333
385,aime_Qwen3-8B_S1,32,2,1,1,60,0.13333333333333333,0.4361248299730923,103461,103461,169544319473860.28,1061248388539.7333
386,aime_Qwen3-8B_S1,32,2,1,1,60,0.16666666666666666,0.4471900816286383,104342,104342,152039232427549.88,949670335287.4667
387,aime_Qwen3-8B_S1,32,2,1,1,60,0.1,0.48868738926203653,106912,106912,129349864286493.86,805563044142.9333
388,aime_Qwen3-32B_S32,32,2,1,1,60,0.4,0.709412626133853,71765,1698262,2622445977007138.0,15394655403656.533
389,aime_Qwen3-32B_S32,32,2,1,1,60,0.4,0.7039955189996047,71419,1724214,2622445977007138.0,15394655403656.533
390,aime_Qwen3-32B_S32,32,2,1,1,60,0.4,0.7045055069721599,70685,1676109,2622445977007138.0,15394655403656.533
391,aime_Qwen3-32B_S16,32,2,1,1,60,0.31666666666666665,0.7055568211727162,75825,950935,2071290405135044.2,12507141104256.0
392,aime_Qwen3-32B_S16,32,2,1,1,60,0.35,0.6855038987578067,72529,932940,2130424010556032.0,12877321354188.8
393,aime_Qwen3-32B_S16,32,2,1,1,60,0.35,0.7004038027511942,73475,937901,1828897508776652.8,10966087119402.666
394,aime_Qwen3-32B_S8,32,2,1,1,60,0.3,0.671640537118357,77914,488190,1843309906124100.2,11366966151517.867
395,aime_Qwen3-32B_S8,32,2,1,1,60,0.26666666666666666,0.6413965268461301,69078,507081,1573536650850423.5,9638557557017.6
396,aime_Qwen3-32B_S8,32,2,1,1,60,0.2833333333333333,0.6667855800980969,77598,506266,1571357799029060.2,9643411978538.666
397,aime_Qwen3-32B_S4,32,2,1,1,60,0.2833333333333333,0.6027653472531597,79789,272136,1261857730185693.8,7815466360038.4
398,aime_Qwen3-32B_S4,32,2,1,1,60,0.21666666666666667,0.621971176566771,76520,271704,1221901685647368.5,7557932512409.6
399,aime_Qwen3-32B_S4,32,2,1,1,60,0.23333333333333334,0.5848843151524658,74316,254008,1276916021389175.5,7914173947042.134
400,aime_Qwen3-32B_S2,32,2,1,1,60,0.23333333333333334,0.5571293856286756,75739,142402,1052706045898803.2,6552786752375.467
401,aime_Qwen3-32B_S2,32,2,1,1,60,0.16666666666666666,0.5723399150491946,80645,154032,1195384690269704.5,7457803408844.8
402,aime_Qwen3-32B_S2,32,2,1,1,60,0.2,0.5617852323515293,73806,142561,1212848612035968.0,7569669467477.333
403,aime_Qwen3-32B_S1,32,2,1,1,60,0.15,0.4672204218035524,82720,82720,826635762715033.6,5140034674756.267
404,aime_Qwen3-32B_S1,32,2,1,1,60,0.16666666666666666,0.4608147342295215,74538,74538,789217130640401.1,4901780380979.2
405,aime_Qwen3-32B_S1,32,2,1,1,60,0.15,0.42275492035692547,78012,78012,831482497712025.6,5170883156241.066
406,aime_Qwen3-1.7B_S4,4,16,4,1,60,0.15,0.7303230120066933,63506,935050,45197154895424.0,251685015739.73334
407,aime_Qwen3-1.7B_S4,4,16,4,1,60,0.15,0.726945457120262,64116,939692,45197154895424.0,251685015739.73334
408,aime_Qwen3-1.7B_S4,4,16,4,1,60,0.15,0.7285277338071378,62479,926780,45197154895424.0,251685015739.73334
409,aime_Qwen3-1.7B_S2,4,16,4,1,60,0.1,0.6723056228526204,61296,496263,37598724653713.07,218318527257.6
410,aime_Qwen3-1.7B_S2,4,16,4,1,60,0.13333333333333333,0.6783469680193005,64266,497552,36852400028983.47,213566025523.2
411,aime_Qwen3-1.7B_S2,4,16,4,1,60,0.13333333333333333,0.6748246228342707,62437,499888,38454312990045.87,223743319086.93332
412,aime_Qwen3-1.7B_S1,4,16,4,1,60,0.1,0.5795641306691248,61405,245000,30881181359227.734,182951491639.46667
413,aime_Qwen3-1.7B_S1,4,16,4,1,60,0.06666666666666667,0.5842970051228006,61912,248250,31668539568512.0,187941837499.73334
414,aime_Qwen3-1.7B_S1,4,16,4,1,60,0.11666666666666667,0.6199028608276927,65910,263662,30276475945049.6,179118863586.13333
415,aime_Qwen3-32B_S1,1,64,4,1,60,0.16666666666666666,0.6639035159458684,78875,315134,422168620716253.9,2630195489518.933
416,aime_Qwen3-32B_S1,1,64,4,1,60,0.16666666666666666,0.6639035159458684,78875,315134,422168620716253.9,2630195489518.933
417,aime_Qwen3-32B_S1,1,64,4,1,60,0.16666666666666666,0.6639035159458684,78875,315134,422168620716253.9,2630195489518.933
418,aime_Qwen3-8B_S1,1,64,4,1,60,0.2,0.6359539347469637,82302,329261,128886529365431.47,802969605047.4667
419,aime_Qwen3-8B_S1,1,64,4,1,60,0.2,0.6359539347469637,82302,329261,128886529365431.47,802969605047.4667
420,aime_Qwen3-8B_S1,1,64,4,1,60,0.2,0.6359539347469637,82302,329261,128886529365431.47,802969605047.4667
421,aime_Qwen3-1.7B_S8,8,8,2,1,60,0.2,0.6709623825597139,78933,1244827,50686559205333.336,284464069956.26666
422,aime_Qwen3-1.7B_S8,8,8,2,1,60,0.2,0.6729615723165129,82033,1243520,50686559205333.336,284464069956.26666
423,aime_Qwen3-1.7B_S8,8,8,2,1,60,0.2,0.6713336970193946,76520,1230246,50686559205333.336,284464069956.26666
424,aime_Qwen3-1.7B_S4,8,8,2,1,60,0.15,0.6369889530367893,80973,652046,42711012642786.13,252045799040.0
425,aime_Qwen3-1.7B_S4,8,8,2,1,60,0.13333333333333333,0.6441567949630149,76515,631875,40681143552477.87,238865997320.53333
426,aime_Qwen3-1.7B_S4,8,8,2,1,60,0.15,0.6350412355801577,80665,659445,41287808132569.6,242762215150.93332
427,aime_Qwen3-1.7B_S2,8,8,2,1,60,0.08333333333333333,0.5602164619175426,82237,360419,34673226580100.266,209615504567.46667
428,aime_Qwen3-1.7B_S2,8,8,2,1,60,0.15,0.5768134459615265,85706,351977,34839388474120.535,210683397926.4
429,aime_Qwen3-1.7B_S2,8,8,2,1,60,0.15,0.5759703776576556,84208,330161,36002815847189.336,217863593949.86667
430,aime_Qwen3-1.7B_S1,8,8,2,1,60,0.08333333333333333,0.44212960192401213,83138,166770,27046785131400.535,165326477448.53333
431,aime_Qwen3-1.7B_S1,8,8,2,1,60,0.06666666666666667,0.47575647411541444,82342,164642,30279064006135.465,185869773346.13333
432,aime_Qwen3-1.7B_S1,8,8,2,1,60,0.08333333333333333,0.4350229516114984,88724,177711,30858965619059.2,189528334912.0
433,aime_Qwen3-4B_S64,64,1,1,1,60,0.16666666666666666,0.5119448618157828,57542,274214,8388634321949380.0,33858306908706.133
434,aime_Qwen3-4B_S64,64,1,1,1,60,0.16666666666666666,0.5163796055453798,57323,277186,8388634321949380.0,33858306908706.133
435,aime_Qwen3-4B_S64,64,1,1,1,60,0.16666666666666666,0.523927246847869,57846,280822,8388634321949380.0,33858306908706.133
436,aime_Qwen3-4B_S32,64,1,1,1,60,0.2,0.5338242669357204,56950,215879,6490465197798767.0,30399990707276.8
437,aime_Qwen3-4B_S32,64,1,1,1,60,0.18333333333333332,0.5401206493958619,58639,225814,6493579001356262.0,30027447099571.2
438,aime_Qwen3-4B_S32,64,1,1,1,60,0.18333333333333332,0.491828136681377,60728,221930,6486380615654306.0,30126026817800.535
439,aime_Qwen3-4B_S16,64,1,1,1,60,0.16666666666666666,0.5157339679725573,61690,200582,5295706076131550.0,27383050149623.465
440,aime_Qwen3-4B_S16,64,1,1,1,60,0.23333333333333334,0.5237794054789408,60348,201731,5381090345456614.0,27891888334139.734
441,aime_Qwen3-4B_S16,64,1,1,1,60,0.15,0.5311897475727306,58789,182284,5060065571862793.0,26351170935842.133
442,aime_Qwen3-4B_S8,64,1,1,1,60,0.16666666666666666,0.49302186323562364,65748,155187,4412678682195780.5,24352233553186.133
443,aime_Qwen3-4B_S8,64,1,1,1,60,0.18333333333333332,0.5105658434528577,66811,155639,4439687338204996.5,24476727129924.266
444,aime_Qwen3-4B_S8,64,1,1,1,60,0.16666666666666666,0.4976205915614956,65751,167080,4228758412560631.5,23314366383658.668
445,aime_Qwen3-4B_S4,64,1,1,1,60,0.2,0.501328559052152,71450,126078,3610995384012347.5,20836146175351.465
446,aime_Qwen3-4B_S4,64,1,1,1,60,0.15,0.5070550986624829,73842,137718,3549278353727266.0,20529975445154.133
447,aime_Qwen3-4B_S4,64,1,1,1,60,0.03333333333333333,0.4487659494003127,70713,121905,3525118572916053.5,20438900676480.0
448,aime_Qwen3-4B_S2,64,1,1,1,60,0.08333333333333333,0.4167779097853654,84397,111328,3105042811317256.5,18202707919846.4
449,aime_Qwen3-4B_S2,64,1,1,1,60,0.16666666666666666,0.48900116298167234,80875,104518,2963215894604800.0,17566083210615.467
450,aime_Qwen3-4B_S2,64,1,1,1,60,0.16666666666666666,0.48381098831828173,81029,113290,2845373678429824.0,16838404684194.133
451,aime_Qwen3-4B_S1,64,1,1,1,60,0.1,0.3979310261984016,93115,93115,2145004383533440.0,12843464288546.133
452,aime_Qwen3-4B_S1,64,1,1,1,60,0.13333333333333333,0.4446431684124393,92756,92756,2150930474017775.0,12808739560157.867
453,aime_Qwen3-4B_S1,64,1,1,1,60,0.11666666666666667,0.4193289856892926,95771,95771,2244579698206924.8,13241047260262.4
454,aime_Qwen3-4B_S2,2,32,4,1,60,0.18333333333333332,0.6714831924836883,77475,576592,99366787419025.06,613955920290.1333
455,aime_Qwen3-4B_S2,2,32,4,1,60,0.18333333333333332,0.6718082403218845,73678,585813,99366787419025.06,613955920290.1333
456,aime_Qwen3-4B_S2,2,32,4,1,60,0.18333333333333332,0.672677217310032,74553,581497,99366787419025.06,613955920290.1333
457,aime_Qwen3-4B_S1,2,32,4,1,60,0.13333333333333333,0.6275425937309382,73588,295940,86160131945924.27,537347273497.6
458,aime_Qwen3-4B_S1,2,32,4,1,60,0.15,0.5991963720030044,78941,316709,88657601473408.0,553214672580.2667
459,aime_Qwen3-4B_S1,2,32,4,1,60,0.15,0.6149216054960519,70658,282084,83811118876492.8,522421745476.26666
460,aime_Qwen3-14B_S16,16,4,2,1,60,0.38333333333333336,0.7059516801886984,73447,1729384,3650703182272196.5,22663428432196.266
461,aime_Qwen3-14B_S16,16,4,2,1,60,0.38333333333333336,0.7064626971338183,72123,1702474,3650703182272196.5,22663428432196.266
462,aime_Qwen3-14B_S16,16,4,2,1,60,0.38333333333333336,0.720465532802659,73137,1710165,3650703182272196.5,22663428432196.266
463,aime_Qwen3-14B_S8,16,4,2,1,60,0.3,0.6844356693648361,71804,1002419,3002812676356945.0,18846357892680.535
464,aime_Qwen3-14B_S8,16,4,2,1,60,0.3333333333333333,0.6796910632034623,72407,995389,2923893800809101.0,18333198493038.934
465,aime_Qwen3-14B_S8,16,4,2,1,60,0.3,0.6947807033220632,75480,999086,2471801111584917.5,15459404178483.2
466,aime_Qwen3-14B_S4,16,4,2,1,60,0.26666666666666666,0.6467763754047396,74695,505782,1767050847994781.8,11106040110621.867
467,aime_Qwen3-14B_S4,16,4,2,1,60,0.2833333333333333,0.652051007881599,74629,516553,2632792358794026.5,16610261460492.8
468,aime_Qwen3-14B_S4,16,4,2,1,60,0.31666666666666665,0.6591299252985948,73546,525991,1945048727489540.2,12240277139310.934
469,aime_Qwen3-14B_S2,16,4,2,1,60,0.21666666666666667,0.6012347750395862,77698,294978,1272592444136106.8,8019837805956.267
470,aime_Qwen3-14B_S2,16,4,2,1,60,0.23333333333333334,0.5946175144845453,81261,272968,1336824268829196.8,8431180615799.467
471,aime_Qwen3-14B_S2,16,4,2,1,60,0.2,0.6117662881467116,77428,285530,1399293867658944.0,8824220842329.6
472,aime_Qwen3-14B_S1,16,4,2,1,60,0.18333333333333332,0.5641874901831739,78370,147192,943228728551475.2,5944570873096.533
473,aime_Qwen3-14B_S1,16,4,2,1,60,0.1,0.5020078843347642,77008,149615,1135504912261610.8,7168253824098.134
474,aime_Qwen3-14B_S1,16,4,2,1,60,0.11666666666666667,0.5308349357337615,77347,148917,813295353333828.2,5117697212868.267
475,aime_Qwen3-32B_S4,4,16,4,1,60,0.26666666666666666,0.7234013489929869,75974,1094760,724857092261435.8,4498828620407.467
476,aime_Qwen3-32B_S4,4,16,4,1,60,0.26666666666666666,0.7280265172685366,75828,1113424,724857092261435.8,4498828620407.467
477,aime_Qwen3-32B_S4,4,16,4,1,60,0.26666666666666666,0.7290066101514178,76033,1077170,724857092261435.8,4498828620407.467
478,aime_Qwen3-32B_S2,4,16,4,1,60,0.21666666666666667,0.6842900584257224,77393,599581,587872919146845.9,3666947975125.3335
479,aime_Qwen3-32B_S2,4,16,4,1,60,0.21666666666666667,0.6705502611688943,78478,578598,623996030227114.6,3896586830105.6
480,aime_Qwen3-32B_S2,4,16,4,1,60,0.21666666666666667,0.6624507528909137,72676,566616,631632063773448.5,3945770362129.067
481,aime_Qwen3-32B_S1,4,16,4,1,60,0.18333333333333332,0.6188309961778238,77784,311167,500830162473267.2,3130889474389.3335
482,aime_Qwen3-32B_S1,4,16,4,1,60,0.16666666666666666,0.6069676739388864,79733,319112,489890065261883.75,3061106587468.8
483,aime_Qwen3-32B_S1,4,16,4,1,60,0.2,0.5920392395850826,86905,346574,471018278695799.44,2940905457245.8667
484,aime_Qwen3-1.7B_S64,64,1,1,1,60,0.03333333333333333,0.27678204581858945,14121,155858,1041480841789427.2,4445503015176.533
485,aime_Qwen3-1.7B_S64,64,1,1,1,60,0.03333333333333333,0.28269801560972374,14172,155992,1041480841789427.2,4445503015176.533
486,aime_Qwen3-1.7B_S64,64,1,1,1,60,0.03333333333333333,0.28159793813163836,14380,154601,1041480841789427.2,4445503015176.533
487,aime_Qwen3-1.7B_S32,64,1,1,1,60,0.03333333333333333,0.26284491161839885,15126,103926,797884292511547.8,3855883257676.8
488,aime_Qwen3-1.7B_S32,64,1,1,1,60,0.016666666666666666,0.24103673092174457,14312,89258,767941034184247.5,3731454509380.2666
489,aime_Qwen3-1.7B_S32,64,1,1,1,60,0.03333333333333333,0.2652759183004343,15006,93924,790003491431556.2,3844410098368.0
490,aime_Qwen3-1.7B_S16,64,1,1,1,60,0.03333333333333333,0.24987325098121232,14293,64904,629461732608396.8,3344539495569.067
