序号,model_sample_size,qp,cp,bs,n_trials,n_question,准确性,平均reward,answer_tokens,total_tokens,mean_eflops,访存量
491,aime_Qwen3-1.7B_S16,64,1,1,1,60,0.0,0.2164519596103052,15824,67865,666054493755571.2,3521464274824.533
492,aime_Qwen3-1.7B_S16,64,1,1,1,60,0.016666666666666666,0.23081187927415325,15203,67309,645260962358715.8,3410898898564.2666
493,aime_Qwen3-1.7B_S8,64,1,1,1,60,0.0,0.19293092777335039,16218,41990,554138691822135.44,3139739391368.533
494,aime_Qwen3-1.7B_S8,64,1,1,1,60,0.016666666666666666,0.21772235957210315,19364,50016,628691522650210.1,3515280362376.533
495,aime_Qwen3-1.7B_S8,64,1,1,1,60,0.016666666666666666,0.2120142557585733,19244,58529,618067752049634.1,3508951296315.7334
496,aime_Qwen3-1.7B_S4,64,1,1,1,60,0.016666666666666666,0.16584832188514803,17469,30058,445408982486839.44,2628859057156.2666
497,aime_Qwen3-1.7B_S4,64,1,1,1,60,0.016666666666666666,0.19948085791035997,19616,36331,510036058497847.44,2984114517201.067
498,aime_Qwen3-1.7B_S4,64,1,1,1,60,0.016666666666666666,0.21305565519146086,23784,44153,555840540494579.2,3259861717324.8
499,aime_Qwen3-1.7B_S2,64,1,1,1,60,0.0,0.1539848324875809,26138,35182,490417239625510.4,2933786769804.8
500,aime_Qwen3-1.7B_S2,64,1,1,1,60,0.03333333333333333,0.1973000561389333,27919,39986,513870293711368.56,3056724851861.3335
501,aime_Qwen3-1.7B_S2,64,1,1,1,60,0.0,0.20292539016327077,24146,36123,441623616217847.44,2637148931409.067
502,aime_Qwen3-1.7B_S1,64,1,1,1,60,0.0,0.15921222375278213,34440,34440,405605327209450.7,2435873744908.8
503,aime_Qwen3-1.7B_S1,64,1,1,1,60,0.016666666666666666,0.20472782950859852,29201,29201,342206227921600.0,2070347001408.0
504,aime_Qwen3-1.7B_S1,64,1,1,1,60,0.016666666666666666,0.17089157723130668,30876,30876,365179331083421.9,2189104632153.6
