序号,model_sample_size,qp,cp,bs,n_trials,n_question,准确性,平均reward,answer_tokens,total_tokens,mean_eflops,mean_memory
268,aime_Qwen3-4B_S32,32,2,1,1,60,0.4,0.7083939423073076,82018,2054120,2.500964947415745e+16,88243089891712.0
269,aime_Qwen3-4B_S32,32,2,1,1,60,0.4,0.7179602944643144,81104,2055757,2.500964947415745e+16,88243089891712.0
270,aime_Qwen3-4B_S32,32,2,1,1,60,0.4,0.6958137679299248,79225,2012040,2.500964947415745e+16,88243089891712.0
271,aime_Qwen3-4B_S16,32,2,1,1,60,0.36666666666666664,0.6875434850809092,77425,1155189,1.5771736917004654e+16,64794333865105.07
272,aime_Qwen3-4B_S16,32,2,1,1,60,0.31666666666666665,0.6697346664649008,81867,1209930,1.6098683769261286e+16,65857172633600.0
273,aime_Qwen3-4B_S16,32,2,1,1,60,0.36666666666666664,0.6716470072914981,80561,1130156,1.5996952453737642e+16,65847626439714.13
274,aime_Qwen3-4B_S8,32,2,1,1,60,0.31666666666666665,0.6527441441042122,81145,590899,1.0489904029959944e+16,48744520182835.2
275,aime_Qwen3-4B_S8,32,2,1,1,60,0.3,0.6565913875738959,82953,633800,1.0234419849284276e+16,46998382807142.4
276,aime_Qwen3-4B_S8,32,2,1,1,60,0.3,0.6394936865075616,84470,615138,1.0353227388744226e+16,48114540578824.53
277,aime_Qwen3-4B_S4,32,2,1,1,60,0.2,0.5934578026796823,86149,343494,6711368807720644.0,33918814360593.066
278,aime_Qwen3-4B_S4,32,2,1,1,60,0.21666666666666667,0.6052034284167978,84222,336105,6456229910379511.0,32959006230417.066
279,aime_Qwen3-4B_S4,32,2,1,1,60,0.2833333333333333,0.6252837866754493,83944,315143,6748365209157436.0,34083051412514.133
280,aime_Qwen3-4B_S2,32,2,1,1,60,0.21666666666666667,0.5308868595431185,91070,180675,4381330124405837.0,23574512397917.867
281,aime_Qwen3-4B_S2,32,2,1,1,60,0.18333333333333332,0.5579810629633374,82794,186770,4659735614660932.0,24757636078566.4
282,aime_Qwen3-4B_S2,32,2,1,1,60,0.18333333333333332,0.5559654444277886,84454,170215,4091763015261081.5,22153228052352.0
283,aime_Qwen3-4B_S1,32,2,1,1,60,0.13333333333333333,0.4545203628857983,88117,88117,2570289456654498.0,14346610623573.334
284,aime_Qwen3-4B_S1,32,2,1,1,60,0.11666666666666667,0.44915622547642436,87297,87297,2529250824771294.0,14286854940714.666
285,aime_Qwen3-4B_S1,32,2,1,1,60,0.13333333333333333,0.4744350770836677,94465,94465,2786418860029730.0,15239303423940.268
286,aime_Qwen3-8B_S64,64,1,1,1,60,0.43333333333333335,0.6574099406325674,85429,4346271,5.406195879990475e+16,220880713078579.2
287,aime_Qwen3-8B_S64,64,1,1,1,60,0.43333333333333335,0.6529841465564544,90785,4213203,5.406195879990475e+16,220880713078579.2
288,aime_Qwen3-8B_S64,64,1,1,1,60,0.43333333333333335,0.6654396895882683,88537,4317126,5.406195879990475e+16,220880713078579.2
289,aime_Qwen3-8B_S32,64,1,1,1,60,0.38333333333333336,0.6383897983673007,87058,2372880,3.5875787924770148e+16,167398870266756.28
290,aime_Qwen3-8B_S32,64,1,1,1,60,0.38333333333333336,0.6424549957804456,92302,2304285,3.5200896218028164e+16,164277380146129.06
291,aime_Qwen3-8B_S32,64,1,1,1,60,0.36666666666666664,0.6480782275722581,85825,2446432,3.5858837310586576e+16,168119183366592.0
292,aime_Qwen3-8B_S16,64,1,1,1,60,0.3333333333333333,0.6401611727536732,90704,1249875,2.42225478432786e+16,124064549466692.27
293,aime_Qwen3-8B_S16,64,1,1,1,60,0.35,0.6215046273540128,92272,1266318,2.4697075676789896e+16,126978385307712.0
294,aime_Qwen3-8B_S16,64,1,1,1,60,0.35,0.6277288385010419,87053,1274307,2.46419705489187e+16,126792291513804.8
295,aime_Qwen3-8B_S8,64,1,1,1,60,0.3,0.5841624501694695,89477,661179,1.711881195615258e+16,93723028349431.47
296,aime_Qwen3-8B_S8,64,1,1,1,60,0.26666666666666666,0.5968393181543684,93612,729695,1.7445719990762696e+16,95204619766741.33
297,aime_Qwen3-8B_S8,64,1,1,1,60,0.26666666666666666,0.578717553285416,93461,702405,1.7295101959844612e+16,94983763383931.73
298,aime_Qwen3-8B_S4,64,1,1,1,60,0.25,0.52950578213188,96172,363289,1.1223862741401988e+16,64326936033446.4
299,aime_Qwen3-8B_S4,64,1,1,1,60,0.23333333333333334,0.5357262183238402,98014,367566,1.172079431263057e+16,67218552011677.87
300,aime_Qwen3-8B_S4,64,1,1,1,60,0.2833333333333333,0.5460456259000939,92731,361478,1.1879800641879126e+16,68233612483554.13
301,aime_Qwen3-8B_S2,64,1,1,1,60,0.25,0.48584216864845076,93579,188185,7771618682167663.0,45882669939532.8
302,aime_Qwen3-8B_S2,64,1,1,1,60,0.2,0.5011150649524829,89727,184403,7136212272145894.0,42350158456580.266
303,aime_Qwen3-8B_S2,64,1,1,1,60,0.18333333333333332,0.5074277896289378,98319,190276,7431446604820966.0,44105893154137.6
304,aime_Qwen3-8B_S1,64,1,1,1,60,0.15,0.41260829061375726,112776,112776,5273969481676036.0,31460457835844.266
305,aime_Qwen3-8B_S1,64,1,1,1,60,0.15,0.4174451684371234,106862,106862,4967401096244062.0,29789660074073.6
306,aime_Qwen3-8B_S1,64,1,1,1,60,0.18333333333333332,0.43080933413159583,97162,97162,4488477153806784.0,27063348464554.668
307,aime_Qwen3-0.6B_S32,32,2,1,1,60,0.08333333333333333,0.47642352135804594,35207,874229,2407957784363597.0,6577389207611.733
308,aime_Qwen3-0.6B_S32,32,2,1,1,60,0.08333333333333333,0.483090848033891,34792,851902,2407957784363597.0,6577389207611.733
309,aime_Qwen3-0.6B_S32,32,2,1,1,60,0.08333333333333333,0.4850121965946556,34790,863379,2407957784363597.0,6577389207611.733
310,aime_Qwen3-0.6B_S16,32,2,1,1,60,0.06666666666666667,0.4379419403781402,36918,433446,1363574692527488.0,4551385713425.066
311,aime_Qwen3-0.6B_S16,32,2,1,1,60,0.05,0.41886502920089314,35653,430172,1428760748975385.5,4647210506368.0
312,aime_Qwen3-0.6B_S16,32,2,1,1,60,0.05,0.4327450809781267,34590,437151,1427573577840870.5,4594287630779.733
313,aime_Qwen3-0.6B_S8,32,2,1,1,60,0.03333333333333333,0.37975041020677697,40210,234420,878933598703308.8,3405974465826.1333
314,aime_Qwen3-0.6B_S8,32,2,1,1,60,0.05,0.3710684277730953,32049,219357,836087171028539.8,3276815025561.6
315,aime_Qwen3-0.6B_S8,32,2,1,1,60,0.03333333333333333,0.36167072976067677,31366,219055,849576262604919.5,3215373993770.6665
316,aime_Qwen3-0.6B_S4,32,2,1,1,60,0.016666666666666666,0.29005773996483813,28737,105769,483252538163242.7,2115038741521.0667
317,aime_Qwen3-0.6B_S4,32,2,1,1,60,0.03333333333333333,0.30963155269178116,28512,110531,517358066507648.0,2273115017122.1333
318,aime_Qwen3-0.6B_S4,32,2,1,1,60,0.016666666666666666,0.31986877213566006,34074,114971,531992187392554.7,2287086559650.1333
319,aime_Qwen3-0.6B_S2,32,2,1,1,60,0.016666666666666666,0.2557372994108057,29677,55029,322389788752955.75,1501890872857.6
320,aime_Qwen3-0.6B_S2,32,2,1,1,60,0.016666666666666666,0.23860324044064624,35453,64026,403779255742310.4,1767774720392.5334
321,aime_Qwen3-0.6B_S2,32,2,1,1,60,0.0,0.25294779973251963,29287,57640,319707898813260.8,1519903087803.7334
322,aime_Qwen3-0.6B_S1,32,2,1,1,60,0.0,0.20774326156598452,31855,31855,234983559111475.2,1117736984157.8667
323,aime_Qwen3-0.6B_S1,32,2,1,1,60,0.016666666666666666,0.17713903464554911,31386,31386,230960317233544.53,1136881634747.7334
324,aime_Qwen3-0.6B_S1,32,2,1,1,60,0.03333333333333333,0.1647885498455223,28443,28443,204960984232149.34,1033263412471.4667
325,aime_Qwen3-0.6B_S16,16,4,2,1,60,0.11666666666666667,0.5377028561021445,35384,912833,2767931806668399.0,6729085864302.934
326,aime_Qwen3-0.6B_S16,16,4,2,1,60,0.11666666666666667,0.5285091986238627,36313,894985,2767931806668399.0,6729085864302.934
327,aime_Qwen3-0.6B_S16,16,4,2,1,60,0.11666666666666667,0.5379381694022122,36176,900060,2767931806668399.0,6729085864302.934
328,aime_Qwen3-0.6B_S8,16,4,2,1,60,0.06666666666666667,0.49227838164017257,35983,482936,1673881092348748.8,4813105042483.2
329,aime_Qwen3-0.6B_S8,16,4,2,1,60,0.08333333333333333,0.4790393265820647,37310,432888,1398740711156343.5,4254839523063.467
330,aime_Qwen3-0.6B_S8,16,4,2,1,60,0.06666666666666667,0.48934210472466344,38664,472686,1584805545234056.5,4601778895539.2
331,aime_Qwen3-0.6B_S4,16,4,2,1,60,0.03333333333333333,0.4016197309582957,36241,235656,885603554756616.5,3067098593433.6
332,aime_Qwen3-0.6B_S4,16,4,2,1,60,0.05,0.39898559234176856,36210,230393,896593288480153.6,3082400315323.7334
333,aime_Qwen3-0.6B_S4,16,4,2,1,60,0.016666666666666666,0.4163912055485425,35316,250582,945804170172381.9,3241247955481.6
334,aime_Qwen3-0.6B_S2,16,4,2,1,60,0.016666666666666666,0.29270129281855317,32329,121819,587452249846536.5,2259289778304.0
335,aime_Qwen3-0.6B_S2,16,4,2,1,60,0.03333333333333333,0.33019049026720254,33786,117785,516260712834321.06,2117459040085.3333
336,aime_Qwen3-0.6B_S2,16,4,2,1,60,0.0,0.32960510284672595,34346,126179,593309837237640.5,2307257952042.6665
337,aime_Qwen3-0.6B_S1,16,4,2,1,60,0.016666666666666666,0.27435845154413413,33415,66037,382768682171246.94,1590973259997.8667
338,aime_Qwen3-0.6B_S1,16,4,2,1,60,0.03333333333333333,0.2749467943594122,29520,57733,325067361293764.25,1505050967731.2
339,aime_Qwen3-0.6B_S1,16,4,2,1,60,0.06666666666666667,0.2601629394877824,28925,57614,314865798863155.2,1456043291793.0667
340,aime_Qwen3-8B_S2,2,32,4,1,60,0.2833333333333333,0.6619303883478664,85767,613662,1.907922310625514e+16,78855383287590.4
341,aime_Qwen3-8B_S2,2,32,4,1,60,0.2833333333333333,0.6612125380565902,86666,615424,1.907922310625514e+16,78855383287590.4
342,aime_Qwen3-8B_S2,2,32,4,1,60,0.2833333333333333,0.6618347537840651,86705,603520,1.907922310625514e+16,78855383287590.4
343,aime_Qwen3-8B_S1,2,32,4,1,60,0.23333333333333334,0.626765631868816,89360,355508,1.2143899134283754e+16,55633488041843.2
344,aime_Qwen3-8B_S1,2,32,4,1,60,0.23333333333333334,0.6173681974177649,86053,344623,1.1860049855664038e+16,53972844218060.8
345,aime_Qwen3-8B_S1,2,32,4,1,60,0.25,0.6100416860536675,89217,355819,1.2357579875933956e+16,55798206888580.266
346,aime_Qwen3-0.6B_S1,1,64,4,1,60,0.16666666666666666,0.6191187566157731,81399,326009,5456037815455787.0,9239594852292.268
347,aime_Qwen3-0.6B_S1,1,64,4,1,60,0.16666666666666666,0.6191187566157731,81399,326009,5456037815455787.0,9239594852292.268
348,aime_Qwen3-0.6B_S1,1,64,4,1,60,0.16666666666666666,0.6191187566157731,81399,326009,5456037815455787.0,9239594852292.268
349,aime_Qwen3-32B_S64,64,1,1,1,60,0.45,0.6765147211779193,77421,3326057,1.1514353583610515e+17,656583135767611.8
350,aime_Qwen3-32B_S64,64,1,1,1,60,0.45,0.6828872650281882,77785,3284480,1.1514353583610515e+17,656583135767611.8
351,aime_Qwen3-32B_S64,64,1,1,1,60,0.45,0.6821541882051266,78464,3457014,1.1514353583610515e+17,656583135767611.8
352,aime_Qwen3-32B_S32,64,1,1,1,60,0.38333333333333336,0.6821767846312975,75011,1893686,8.619036445669477e+16,512330752369066.7
353,aime_Qwen3-32B_S32,64,1,1,1,60,0.35,0.6647295759586869,79208,1861174,8.575368754061554e+16,509021994120763.75
354,aime_Qwen3-32B_S32,64,1,1,1,60,0.4,0.6624247952394625,82165,1753860,8.655869834322832e+16,514479446192930.1
355,aime_Qwen3-32B_S16,64,1,1,1,60,0.36666666666666664,0.6181917775801701,81802,963543,6.387948218226015e+16,389132883601083.75
356,aime_Qwen3-32B_S16,64,1,1,1,60,0.3,0.6486927714173133,78433,1018189,6.384220923422411e+16,389440295446417.06
357,aime_Qwen3-32B_S16,64,1,1,1,60,0.26666666666666666,0.6543071837238638,82359,1004206,6.305219800522792e+16,383891800046054.4
358,aime_Qwen3-32B_S8,64,1,1,1,60,0.26666666666666666,0.6017211911834474,78929,551491,4.715976604440437e+16,291968619873220.25
359,aime_Qwen3-32B_S8,64,1,1,1,60,0.25,0.6084435163119417,80955,531388,4.468018343871652e+16,276924315676595.2
360,aime_Qwen3-32B_S8,64,1,1,1,60,0.26666666666666666,0.5819626038254696,77702,536368,4.742513850221631e+16,293752392273442.1
361,aime_Qwen3-32B_S4,64,1,1,1,60,0.25,0.5411473114384787,80941,271544,3.284424603314118e+16,205508905414545.06
362,aime_Qwen3-32B_S4,64,1,1,1,60,0.18333333333333332,0.5525821419283946,79686,297345,3.3966204478833776e+16,212428606268151.47
363,aime_Qwen3-32B_S4,64,1,1,1,60,0.18333333333333332,0.5628495393964511,84497,300292,3.2545436305719024e+16,203553633435025.06
364,aime_Qwen3-32B_S2,64,1,1,1,60,0.15,0.4920497330535503,81338,153483,2.2729374173512884e+16,143119557393928.53
365,aime_Qwen3-32B_S2,64,1,1,1,60,0.15,0.4610130725830895,79723,156286,2.293591519685339e+16,144399195178880.0
366,aime_Qwen3-32B_S2,64,1,1,1,60,0.15,0.46202779150326756,84198,166002,2.3893487528490136e+16,150222376131729.06
367,aime_Qwen3-32B_S1,64,1,1,1,60,0.11666666666666667,0.37878619220841464,84606,84606,1.4818344840658346e+16,93538159669572.27
368,aime_Qwen3-32B_S1,64,1,1,1,60,0.11666666666666667,0.4266098860145556,74766,74766,1.3489099837836894e+16,85237187805269.33
369,aime_Qwen3-32B_S1,64,1,1,1,60,0.1,0.3690757898051118,82945,82945,1.4597889796579926e+16,92169945736712.53
370,aime_Qwen3-8B_S32,32,2,1,1,60,0.38333333333333336,0.6886312221295046,81022,2367761,4.395391226877148e+16,190846523446314.66
371,aime_Qwen3-8B_S32,32,2,1,1,60,0.38333333333333336,0.6850697396042517,85416,2328407,4.395391226877148e+16,190846523446314.66
372,aime_Qwen3-8B_S32,32,2,1,1,60,0.38333333333333336,0.6757757818644541,83482,2335641,4.395391226877148e+16,190846523446314.66
373,aime_Qwen3-8B_S16,32,2,1,1,60,0.35,0.6555685678702232,86174,1236410,2.861505766332719e+16,139015866243959.47
374,aime_Qwen3-8B_S16,32,2,1,1,60,0.31666666666666665,0.6484934814991278,87221,1224826,2.9779295159091388e+16,144630820695863.47
375,aime_Qwen3-8B_S16,32,2,1,1,60,0.31666666666666665,0.6720015704966502,84950,1235889,2.877908368188517e+16,139151518919325.86
376,aime_Qwen3-8B_S8,32,2,1,1,60,0.2833333333333333,0.6331777878347644,85328,681660,1.9514997728474652e+16,102297439931084.8
377,aime_Qwen3-8B_S8,32,2,1,1,60,0.26666666666666666,0.6307997495558727,89019,670189,1.919329301075861e+16,101405044090888.53
378,aime_Qwen3-8B_S8,32,2,1,1,60,0.36666666666666664,0.6288336251659559,88153,613988,1.9432851637896296e+16,102680740342775.47
379,aime_Qwen3-8B_S4,32,2,1,1,60,0.25,0.5956128824515109,92701,350237,1.389107631571055e+16,77453048570210.14
380,aime_Qwen3-8B_S4,32,2,1,1,60,0.25,0.5949356775108383,89127,348181,1.3718287055137356e+16,76330879738197.33
381,aime_Qwen3-8B_S4,32,2,1,1,60,0.2833333333333333,0.5806739930521696,90644,352901,1.3590507025284054e+16,75269002153646.94
382,aime_Qwen3-8B_S2,32,2,1,1,60,0.2,0.5322607447257158,100771,199851,8939961428904986.0,51846554628932.266
383,aime_Qwen3-8B_S2,32,2,1,1,60,0.2,0.5350501919945142,94807,185449,9095314748884532.0,52455254921036.8
384,aime_Qwen3-8B_S2,32,2,1,1,60,0.18333333333333332,0.5532632655363994,93137,181159,8395013353417711.0,48643123716292.266
385,aime_Qwen3-8B_S1,32,2,1,1,60,0.13333333333333333,0.4361248299730923,103461,103461,5732849571695053.0,33818604149905.066
386,aime_Qwen3-8B_S1,32,2,1,1,60,0.16666666666666666,0.4471900816286383,104342,104342,5819246960420361.0,34301906044834.133
387,aime_Qwen3-8B_S1,32,2,1,1,60,0.1,0.48868738926203653,106912,106912,5933305680974379.0,35081301540569.6
388,aime_Qwen3-32B_S32,32,2,1,1,60,0.4,0.709412626133853,71765,1698262,1.0012479830660882e+17,570610522748091.8
389,aime_Qwen3-32B_S32,32,2,1,1,60,0.4,0.7039955189996047,71419,1724214,1.0012479830660882e+17,570610522748091.8
390,aime_Qwen3-32B_S32,32,2,1,1,60,0.4,0.7045055069721599,70685,1676109,1.0012479830660882e+17,570610522748091.8
391,aime_Qwen3-32B_S16,32,2,1,1,60,0.31666666666666665,0.7055568211727162,75825,950935,7.366064523839085e+16,436519961533388.8
392,aime_Qwen3-32B_S16,32,2,1,1,60,0.35,0.6855038987578067,72529,932940,7.471246106348298e+16,443277566073019.75
393,aime_Qwen3-32B_S16,32,2,1,1,60,0.35,0.7004038027511942,73475,937901,7.247298426120981e+16,429981672601625.6
394,aime_Qwen3-32B_S8,32,2,1,1,60,0.3,0.671640537118357,77914,488190,5.4476814171813256e+16,331118289630762.7
395,aime_Qwen3-32B_S8,32,2,1,1,60,0.26666666666666666,0.6413965268461301,69078,507081,5.447885007645646e+16,331242512853657.6
396,aime_Qwen3-32B_S8,32,2,1,1,60,0.2833333333333333,0.6667855800980969,77598,506266,5.2816038766133224e+16,321043241639756.8
397,aime_Qwen3-32B_S4,32,2,1,1,60,0.2833333333333333,0.6027653472531597,79789,272136,4.140261398444707e+16,255555252487125.34
398,aime_Qwen3-32B_S4,32,2,1,1,60,0.21666666666666667,0.621971176566771,76520,271704,3.808453317650461e+16,235315500859443.2
399,aime_Qwen3-32B_S4,32,2,1,1,60,0.23333333333333334,0.5848843151524658,74316,254008,3.757305799944152e+16,232232489092403.2
400,aime_Qwen3-32B_S2,32,2,1,1,60,0.23333333333333334,0.5571293856286756,75739,142402,2.6317643163528184e+16,164224940356155.72
401,aime_Qwen3-32B_S2,32,2,1,1,60,0.16666666666666666,0.5723399150491946,80645,154032,2.8260615698687744e+16,176096581606391.47
402,aime_Qwen3-32B_S2,32,2,1,1,60,0.2,0.5617852323515293,73806,142561,2.656979967577426e+16,165949983177710.94
403,aime_Qwen3-32B_S1,32,2,1,1,60,0.15,0.4672204218035524,82720,82720,1.8683071046515816e+16,117190588613444.27
404,aime_Qwen3-32B_S1,32,2,1,1,60,0.16666666666666666,0.4608147342295215,74538,74538,1.6782769884272358e+16,105455530832452.27
405,aime_Qwen3-32B_S1,32,2,1,1,60,0.15,0.42275492035692547,78012,78012,1.7389474275543868e+16,108978151037559.47
406,aime_Qwen3-1.7B_S4,4,16,4,1,60,0.15,0.7303230120066933,63506,935050,7971264838342460.0,22837047112499.2
407,aime_Qwen3-1.7B_S4,4,16,4,1,60,0.15,0.726945457120262,64116,939692,7971264838342460.0,22837047112499.2
408,aime_Qwen3-1.7B_S4,4,16,4,1,60,0.15,0.7285277338071378,62479,926780,7971264838342460.0,22837047112499.2
409,aime_Qwen3-1.7B_S2,4,16,4,1,60,0.1,0.6723056228526204,61296,496263,4731032128723174.0,15961515656277.334
410,aime_Qwen3-1.7B_S2,4,16,4,1,60,0.13333333333333333,0.6783469680193005,64266,497552,4988025676453299.0,16593183605405.867
411,aime_Qwen3-1.7B_S2,4,16,4,1,60,0.13333333333333333,0.6748246228342707,62437,499888,4763479240737280.0,16193579518950.4
412,aime_Qwen3-1.7B_S1,4,16,4,1,60,0.1,0.5795641306691248,61405,245000,2450477313149167.0,9850119522073.6
413,aime_Qwen3-1.7B_S1,4,16,4,1,60,0.06666666666666667,0.5842970051228006,61912,248250,2820972950744644.5,10462859924966.4
414,aime_Qwen3-1.7B_S1,4,16,4,1,60,0.11666666666666667,0.6199028608276927,65910,263662,2760236382030997.5,10855450638651.732
415,aime_Qwen3-32B_S1,1,64,4,1,60,0.16666666666666666,0.6639035159458684,78875,315134,4.1826268004584104e+16,218821282338534.4
416,aime_Qwen3-32B_S1,1,64,4,1,60,0.16666666666666666,0.6639035159458684,78875,315134,4.1826268004584104e+16,218821282338534.4
417,aime_Qwen3-32B_S1,1,64,4,1,60,0.16666666666666666,0.6639035159458684,78875,315134,4.1826268004584104e+16,218821282338534.4
418,aime_Qwen3-8B_S1,1,64,4,1,60,0.2,0.6359539347469637,82302,329261,1.3653636472458108e+16,55905226637653.336
419,aime_Qwen3-8B_S1,1,64,4,1,60,0.2,0.6359539347469637,82302,329261,1.3653636472458108e+16,55905226637653.336
420,aime_Qwen3-8B_S1,1,64,4,1,60,0.2,0.6359539347469637,82302,329261,1.3653636472458108e+16,55905226637653.336
421,aime_Qwen3-1.7B_S8,8,8,2,1,60,0.2,0.6709623825597139,78933,1244827,1.3173350205157692e+16,34359279768844.8
422,aime_Qwen3-1.7B_S8,8,8,2,1,60,0.2,0.6729615723165129,82033,1243520,1.3173350205157692e+16,34359279768844.8
423,aime_Qwen3-1.7B_S8,8,8,2,1,60,0.2,0.6713336970193946,76520,1230246,1.3173350205157692e+16,34359279768844.8
424,aime_Qwen3-1.7B_S4,8,8,2,1,60,0.15,0.6369889530367893,80973,652046,7638109651959659.0,24103366279910.4
425,aime_Qwen3-1.7B_S4,8,8,2,1,60,0.13333333333333333,0.6441567949630149,76515,631875,7273430443623799.0,23376496183129.6
426,aime_Qwen3-1.7B_S4,8,8,2,1,60,0.15,0.6350412355801577,80665,659445,7623046366687539.0,23949749015091.2
427,aime_Qwen3-1.7B_S2,8,8,2,1,60,0.08333333333333333,0.5602164619175426,82237,360419,4897078702620100.0,17227565043613.867
428,aime_Qwen3-1.7B_S2,8,8,2,1,60,0.15,0.5768134459615265,85706,351977,4609616694394342.0,16700140869828.268
429,aime_Qwen3-1.7B_S2,8,8,2,1,60,0.15,0.5759703776576556,84208,330161,4367781960370184.5,16291778243835.732
430,aime_Qwen3-1.7B_S1,8,8,2,1,60,0.08333333333333333,0.44212960192401213,83138,166770,2520661668237380.5,10331593355268.268
431,aime_Qwen3-1.7B_S1,8,8,2,1,60,0.06666666666666667,0.47575647411541444,82342,164642,2373412364611844.5,9972552573401.6
432,aime_Qwen3-1.7B_S1,8,8,2,1,60,0.08333333333333333,0.4350229516114984,88724,177711,2849296683833062.5,11155339399769.6
433,aime_Qwen3-4B_S64,64,1,1,1,60,0.38333333333333336,0.7124877771093935,78562,4434215,3.309872906147251e+16,107723495864584.53
434,aime_Qwen3-4B_S64,64,1,1,1,60,0.38333333333333336,0.7051990509029515,76406,4320237,3.309872906147251e+16,107723495864584.53
435,aime_Qwen3-4B_S64,64,1,1,1,60,0.38333333333333336,0.7144178763089031,79796,4383866,3.309872906147251e+16,107723495864584.53
436,aime_Qwen3-4B_S32,64,1,1,1,60,0.2833333333333333,0.6864151548455414,82319,2402403,2.052656514390103e+16,79470622972049.06
437,aime_Qwen3-4B_S32,64,1,1,1,60,0.31666666666666665,0.680688873464416,83768,2378631,2.0753733162037964e+16,79955756036010.67
438,aime_Qwen3-4B_S32,64,1,1,1,60,0.3333333333333333,0.6653403159372451,79414,2274742,2.069818605918285e+16,79634400763272.53
439,aime_Qwen3-4B_S16,64,1,1,1,60,0.26666666666666666,0.6551269915136037,84504,1273256,1.3472857111276134e+16,59628714579072.0
440,aime_Qwen3-4B_S16,64,1,1,1,60,0.35,0.6695945888349074,79748,1247429,1.3588527553311804e+16,60155389574084.266
441,aime_Qwen3-4B_S16,64,1,1,1,60,0.3333333333333333,0.658631630303031,83893,1197575,1.3661298558491794e+16,60042888153582.93
442,aime_Qwen3-4B_S8,64,1,1,1,60,0.25,0.6280523598285963,84009,651519,8741249378166118.0,43024092864017.07
443,aime_Qwen3-4B_S8,64,1,1,1,60,0.25,0.6149544562388042,89556,678439,8929764070706432.0,43460981341499.734
444,aime_Qwen3-4B_S8,64,1,1,1,60,0.23333333333333334,0.6338797238091274,86926,655005,8618142612691721.0,42865249899921.07
445,aime_Qwen3-4B_S4,64,1,1,1,60,0.25,0.5661254383239882,84045,350116,5994218261871693.0,31697219059251.2
446,aime_Qwen3-4B_S4,64,1,1,1,60,0.18333333333333332,0.616572590692723,83448,325564,5442403800772685.0,28984080271837.867
447,aime_Qwen3-4B_S4,64,1,1,1,60,0.16666666666666666,0.5851747042700147,84923,374601,6180071379369788.0,32432589782237.867
448,aime_Qwen3-4B_S2,64,1,1,1,60,0.13333333333333333,0.4875565625800642,96237,197983,4042531936183663.0,22196211029879.465
449,aime_Qwen3-4B_S2,64,1,1,1,60,0.18333333333333332,0.5106336514299543,88222,191563,4015322878401715.0,22124120199739.734
450,aime_Qwen3-4B_S2,64,1,1,1,60,0.18333333333333332,0.5091857773297359,85898,177561,3744919396403183.0,20866443936665.6
451,aime_Qwen3-4B_S1,64,1,1,1,60,0.1,0.3979310261984016,93115,93115,2242486568506129.0,12941822156407.467
452,aime_Qwen3-4B_S1,64,1,1,1,60,0.13333333333333333,0.4446431684124393,92756,92756,2261891047981918.0,12914277250440.533
453,aime_Qwen3-4B_S1,64,1,1,1,60,0.11666666666666667,0.4193289856892926,95771,95771,2376232701775590.5,13355964660838.4
454,aime_Qwen3-4B_S2,2,32,4,1,60,0.18333333333333332,0.6714831924836883,77475,576592,1.0077198854988536e+16,34820749460957.867
455,aime_Qwen3-4B_S2,2,32,4,1,60,0.18333333333333332,0.6718082403218845,73678,585813,1.0077198854988536e+16,34820749460957.867
456,aime_Qwen3-4B_S2,2,32,4,1,60,0.18333333333333332,0.672677217310032,74553,581497,1.0077198854988536e+16,34820749460957.867
457,aime_Qwen3-4B_S1,2,32,4,1,60,0.13333333333333333,0.6275425937309382,73588,295940,5785886114876339.0,23061504674082.133
458,aime_Qwen3-4B_S1,2,32,4,1,60,0.15,0.5991963720030044,78941,316709,6587724014646733.0,25191048771950.934
459,aime_Qwen3-4B_S1,2,32,4,1,60,0.15,0.6149216054960519,70658,282084,5455380502032495.0,21746823108462.934
460,aime_Qwen3-14B_S16,16,4,2,1,60,0.38333333333333336,0.7059516801886984,73447,1729384,5.3584937719769544e+16,296321206173294.94
461,aime_Qwen3-14B_S16,16,4,2,1,60,0.38333333333333336,0.7064626971338183,72123,1702474,5.3584937719769544e+16,296321206173294.94
462,aime_Qwen3-14B_S16,16,4,2,1,60,0.38333333333333336,0.720465532802659,73137,1710165,5.3584937719769544e+16,296321206173294.94
463,aime_Qwen3-14B_S8,16,4,2,1,60,0.3,0.6844356693648361,71804,1002419,3.839630628689868e+16,221601684011899.72
464,aime_Qwen3-14B_S8,16,4,2,1,60,0.3333333333333333,0.6796910632034623,72407,995389,3.77739995967905e+16,218414177020876.8
465,aime_Qwen3-14B_S8,16,4,2,1,60,0.3,0.6947807033220632,75480,999086,3.799543838635271e+16,220133916452586.66
466,aime_Qwen3-14B_S4,16,4,2,1,60,0.26666666666666666,0.6467763754047396,74695,505782,2.6042917750948852e+16,155915163944081.06
467,aime_Qwen3-14B_S4,16,4,2,1,60,0.2833333333333333,0.652051007881599,74629,516553,2.6185796808099116e+16,155803061165627.72
468,aime_Qwen3-14B_S4,16,4,2,1,60,0.31666666666666665,0.6591299252985948,73546,525991,2.6296836847254876e+16,156907073976605.88
469,aime_Qwen3-14B_S2,16,4,2,1,60,0.21666666666666667,0.6012347750395862,77698,294978,1.8060132894085184e+16,109585950834082.14
470,aime_Qwen3-14B_S2,16,4,2,1,60,0.23333333333333334,0.5946175144845453,81261,272968,1.8073025733563732e+16,109657472972804.27
